REGION, INSTITUTION NAME, INSTITUTION TYPE, PROVINCE, MUNICIPALITY/CITY, WEBSITE ADDRESS, FAX/TELEPHONE NO.
13 - Nat. Capital Region,Trinity University of Asia,Private,Second District,Quezon City,http://www.tua.edu.ph,(02) 702-2882; (02) (02) 410-1726,
13 - Nat. Capital Region,Technological University of the Philippines-Taguig,SUC Satellite,Fourth District,Taguig City,http://www.tup.edu.ph,(02) 301-3001; (02) 521-4063; (02) 523-2293,
13 - Nat. Capital Region,Unciano Colleges and General Hospital,Private,City of Manila First District,Sta. Mesa,,(02) 714-3977; (02) 245-5106; (02)-716-7291,
13 - Nat. Capital Region,Southeast Asian College,Private,Second District,Quezon City,http://www.saci.edu.ph,(02) 712-3640 local 130; (02) 712-3209; (02) 781-6362,
13 - Nat. Capital Region,University of the East-Ramon Magsaysay Memorial Medical Center,Private,Second District,Quezon City,http://www.uerm.edu.ph,(02) 713-3315; (02) 715-0861 Local 261,
13 - Nat. Capital Region,The University of Manila,Private,City of Manila First District,Sampaloc,http://www.univman.ed.ph,(02) 735-5098; (02) 735-5085; (02) 735-5084; (02) 735-5094; (02) 735-5089,
13 - Nat. Capital Region,University of Santo Tomas,Private,City of Manila First District,Sampaloc,http://www.ust.edu.ph,(02) 731-5709; (02) 786-1734; (02) 731-3123,
13 - Nat. Capital Region,University of the East-Manila,Private,City of Manila First District,Sampaloc,http://www.ue.edu.ph,(02) 735-5471; (02) 735-6972; (02) 735-6973,
13 - Nat. Capital Region,University of the East-Caloocan,Private,Third District,Caloocan City,http://www.ue.edu.ph,(02) 364-2396; (02) 361-1398; (02) 364-2659,
13 - Nat. Capital Region,University of the Philippines-Diliman,SUC Main,Second District,Quezon City,upd.edu.ph,(02) 981-8500,
13 - Nat. Capital Region,University of the Philippines-Manila,SUC Satellite,City of Manila First District,Malate,,(02) 521-0184; (02) 741-66-03; (02) 302-2180,
13 - Nat. Capital Region,Angelicum College,Private,Second District,Quezon City,http://www.angelicum.edu.ph/Angelicum/,(02) 712-1745; (02) 414-5708,
13 - Nat. Capital Region,Asian College of Science and Technology-Cubao,Private,Second District,Quezon City,asiancollege.edu.ph,(02) 912-3236; (02) 912-3238; (02) 912-3239; (02) 912-3236 loc 208; (02) 621-9059; (02) 621-9059,
13 - Nat. Capital Region,Universidad de Manila,LUC,City of Manila First District,Ermita,udm.edu.ph,(02) 336-8960; (02) 336-6582; (02) 336-6552; (02) 484-5295,
13 - Nat. Capital Region,Don Bosco Center of Studies,Private,Fourth District,Parañaque City,http://www.dbcs.edu.ph,(02) 823-3290 loc 100 or 101; (02) 822-3613; (02) 822-3612 loc 102,
13 - Nat. Capital Region,IETI College-Alabang,Private,Fourth District,Muntinlupa City,http://www.ieti.edu.ph,(02) 772-5290; (02) 850-0937; (02) 869-7775,
13 - Nat. Capital Region,Our Lady of Perpetual Succor College,Private,Second District,Marikina City,http://www.olopsc.edu.ph,(02) 997-7777; (02) 941-1571; (02) 997-0760,
13 - Nat. Capital Region,San Beda College-Alabang,Private,Fourth District,Muntinlupa City,http://www.sanbeda-alabang.edu.ph,(02) 236-7222; (02) 842-3511,
13 - Nat. Capital Region,St. Dominic Savio College,Private,Third District,Caloocan City,http://www.sdsc.edu.ph,(02) 961-5497; (02) 961-5499,
13 - Nat. Capital Region,St. John Technological College of the Philippines,Private,Second District,Quezon City,http://www.sjtcp.edu.ph,(02) 937-9956; (02) 283-4862; (02) 938-4167,
13 - Nat. Capital Region,STI College-Alabang,Private,Fourth District,Muntinlupa City,http://www.stialabang.net,(02) 842-0947; (02) 842-0979; (02) 807-7025; (02) 807-2752,
13 - Nat. Capital Region,STI College-Cubao,Private,Second District,Quezon City,http://www.sti.edu,(02) 911-1824; (02) 911-1804 loc 110; (02) 911-1824 loc 201,
13 - Nat. Capital Region,STI College-Shaw,Private,Second District,Pasig City,http://www.sti.edu,(02) 632-9694; (02) 632-9695,
13 - Nat. Capital Region,STI College-Global City,Private,Fourth District,Taguig City,http://www.sti.edu,(02) 551-4984; (02) 551-4984 loc 5100,
13 - Nat. Capital Region,STI College-Caloocan,Private,Third District,Caloocan City,http://www.sti.edu,(02) 294-4001; (02) 294-4002,
13 - Nat. Capital Region,STI College-Muñoz EDSA,Private,Second District,Quezon City,http://www.stimunoz.edu.ph,(02) 927-3979; (02) 927-3967; (02) 225-5926,
13 - Nat. Capital Region,STI College-Novaliches,Private,Second District,Quezon City,http://www.sti.edu,(02) 930-0050,
13 - Nat. Capital Region,STI College-Fairview,Private,Second District,Quezon City,http://www.sti.edu.ph,(02) 939-8266; (02) 417-1394; (02) 939-8262; (02) 419-6099; (02) 939-8266 loc 201,
13 - Nat. Capital Region,STI College Pasay-EDSA,Private,City of Manila First District,Malate,http://www.sti.edu,(02) 524-0941; (02) 524-0941 local 102 or 103; (02) 524-0941 local 101,
13 - Nat. Capital Region,Philippine Rehabilitation Institute Foundation,Private,Second District,Quezon City,prifnet.com,(02) 712-9721; (02) 413-7962; (02) 743-7592,
13 - Nat. Capital Region,Immaculada Concepcion College,Private,Third District,Caloocan City,icccaloocan.com,(02) 709-4225; (02) 937-5428; (02) 935-9986,
13 - Nat. Capital Region,West Bay College,Private,Fourth District,Muntinlupa City,http://www.wbc.edu.ph,(02) 850-2958; (02) 850-3027; (02) 850-3029,
13 - Nat. Capital Region,System Plus Computer College-Caloocan,Private,Third District,Caloocan City,http://www.spcc.edu.ph,(02) 365-4743; (02) 364-4320,
13 - Nat. Capital Region,Saint Bernadette College of Alabang,Private,Fourth District,Muntinlupa City,http://www.sbca.edu.ph,(02) 842-2139; (02) 850-5709,
13 - Nat. Capital Region,Children of Mary Immaculate College,Private,Third District,Valenzuela City,,(02) 292-0161; (02) 291-8821; (02) 291-8822,
13 - Nat. Capital Region,Informatics College-Manila,Private,City of Manila First District,Sampaloc,http://www.informatics.edu.ph,(02) 488-3358; (02) 488-3033,
13 - Nat. Capital Region,The Fisher Valley College,Private,Fourth District,Taguig City,http://www.acocities.com/tfvccollegedepartment,(02) 837-4261 (02) 293-1903,
13 - Nat. Capital Region,La Consolacion College-Novaliches,Private,Third District,Caloocan City,http://www.lccdn.org,(02) 938-8502; (02) 930-8155; (02) 935-8182; (02) 938-8502,
13 - Nat. Capital Region,National Defense College,OGS,Second District,Quezon City,,(02) 911-9029; (02) 912-9117; (02) 912-9138; (02) 712-3973; (02) 912-3973; (02) 912-1510; (02) 911-8469,
13 - Nat. Capital Region,Philippine Public Safety College,OGS,Fourth District,Taguig City,,(02) 843-9501; (02) 816-3226,
13 - Nat. Capital Region,ABE International College of Business and Economics-Manila,Private,City of Manila First District,Sampaloc ,,,
13 - Nat. Capital Region,AMA Computer College-Caloocan,Private,Third District,Caloocan City,http://www.amaes.edu.ph,(02) 363-8551; (02) 367-7227,
13 - Nat. Capital Region,AMA Computer College-Fairview,Private,Second District,Quezon City,amaes.edu.ph,(02) 921-5781; (02) 921-1115,
13 - Nat. Capital Region,AMA Computer College-Parañaque,Private,Fourth District,Parañaque City,http://www.amaes.edu.ph,(02) 825-2725; (02) 826-6603; (02) 825-2725,
13 - Nat. Capital Region,AMA Computer College-Sta. Mesa,Private,City of Manila First District,Sta. Mesa,http://www.amaes.edu.ph,(02) 714-8881; (02) 714-8882,
13 - Nat. Capital Region,Divine Mercy College Foundation,Private,Third District,Caloocan City,,(02) 361-1922; (02) 366-6922; (02) 361-0762; (02) 362-3147,
13 - Nat. Capital Region,Interface Computer College-Caloocan,Private,Third District,Caloocan City,http://www.interface.edu.ph,(02) 366-7271; (02) 736-4150,
13 - Nat. Capital Region,Our Lady of Fatima University-Quezon City,Private,Second District,Quezon City,http://www.fatima.edu.ph,(02) 935-2947; (02) 419-1288 loc 12; (02) 935-2947 loc 23; (02) 291-6556,
13 - Nat. Capital Region,Our Lady of Lourdes Technological College,Private,Second District,Quezon City,,(02) 508-5176,
13 - Nat. Capital Region,St. Clare College of Caloocan,Private,Third District,Caloocan City,,(02) 962-1643,
13 - Nat. Capital Region,STI College-Las Piñas,Private,Fourth District,Las Piñas City,http://www.sti.edu,(02) 871-8327; (02) 871-9437,
13 - Nat. Capital Region,Dr. Filemon C. Aguilar Memorial College of Las Piñas,LUC,Fourth District,Las Piñas City,,(02) 403-1985; (02) 869-8027,
13 - Nat. Capital Region,Asia Graduate School of Theology,Private,Second District,Quezon City,http://www.agstphil.org,(02) 410-0312,
13 - Nat. Capital Region,AMA Computer College-Las Piñas,Private,Fourth District,Las Piñas City,http://www.amaes.edu.ph,(02) 802-0129; (02) 800-1127; (02) 806-4311; (02) 802-0129,
13 - Nat. Capital Region,AMA Computer College-Pasig City,Private,Second District,Pasig City,amaes.edu.com.ph,(02) 637-8041 (02) 637-8040; (02) 637-8020,
13 - Nat. Capital Region,Pamantasan ng Lungsod ng Pasig,LUC,Second District,Pasig City,http://www.pasigcity.gov.ph,(02) 628-1014; (02) 628-1013; (02) 642-4100; (02) 628-1014 loc 101,
13 - Nat. Capital Region,Wesleyan College of Manila,Private,Fourth District,Pasay City,http://www.wesleyanmanila.edu.ph,(02) 310-4131 to 32,
13 - Nat. Capital Region,Loral Douglas Woosley Bethany Colleges,Private,Fourth District,Makati City,,(02) 833-4576 loc 114; (02) 833-4577 loc 114; (02) 551-9778; (02) 831-7734,
13 - Nat. Capital Region,STI College-Marikina,Private,Second District,Marikina City,http://www.sti.edu,(02) 942-3307; (02) 997-6683; (02) 948-2978; (02) 997-6601,
13 - Nat. Capital Region,IETI College of Science and Technology-Marikina,Private,Second District,Marikina City,http://www.ieti.edu.ph,(02) 682-3445; (02) 682-5482; (02) 682-2984,
13 - Nat. Capital Region,Manila Business College Foundation,Private,City of Manila First District,Sta. Cruz,http://www.mbc.edu.ph,(02) 741-3489; (02) 313-8253; (02) 313-7884,
13 - Nat. Capital Region,Access Computer and Technical Colleges-Manila,Private,City of Manila First District,Quiapo,accesscomputercollege.com.ph,(02) 733-9474; (02) 734-8517,
13 - Nat. Capital Region,Kalayaan College,Private,Second District,Quezon City,http://www.kalayaan.edu.ph,(02) 726-6291,
13 - Nat. Capital Region,Criminal Justice College,Private,Fourth District,Muntinlupa City,,(02) 862-5392,
13 - Nat. Capital Region,Entrepreneurs School of Asia,Private,Second District,Quezon City,http://www.entrepreneur.edu.ph,(02) 638-1188,
13 - Nat. Capital Region,St. Mary's College,Private,Second District,Quezon City,http://www.smcqc.net,(02) 373-6846-49; (02) 374-3076; (02) 376-6295; (02) 373-6846-49 loc 202; (02) 376-6294,
13 - Nat. Capital Region,ABE International College of Business and Accountancy-Cubao,Private,Second District,Quezon City,http://www.abe.edu.ph,(02) 912-8366; (02) 912-9578,
13 - Nat. Capital Region,ABE International College of Business and Economics-Las Piñas,Private,Fourth District,Las Piñas City,http://www.abecollege.com,(02) 872-0183; (02) 872-0220,
13 - Nat. Capital Region,Development Academy of the Philippines,OGS,Second District,Pasig City,http://www.dap.edu.ph,(632) 631-0921 to 30 local 175 and 177; (02) 631-2167; (02) 631-2123; (02) 633-5569,
13 - Nat. Capital Region,National Christian Life College,Private,Second District,Marikina City,,(02) 941-7401; (02) 941-4048,
13 - Nat. Capital Region,Global City Innovative College,Private,Fourth District,Makati City,http://www.global.edu.ph,(02) 882-4242 to 45; (02) 882-8858; (02) 666-8881,
13 - Nat. Capital Region,Southville International School and Colleges,Private,Fourth District,Las Piñas City,http://www.southville.edu.ph,(02) 825-2358; (02) 825-6374; (02) 820-8703; (02) 820-0935; (02) 825-6284; (02) 829-1675; (02) 820-8259; (02) 820-5161; (02) 820-8715; (02) 820-8714; (02) 825-0766,
13 - Nat. Capital Region,Information and Communications Technology Academy,Private,Fourth District,Makati City,http://www.iacademy.edu.ph,(02) 889-5555,
13 - Nat. Capital Region,Our Lady of Guadalupe Colleges,Private,Second District,Mandaluyong City,http://www.olgc.edu.ph,(02) 535-5885 to 86; (02) 535-5885 to 87 loc 108; (02) 535-5885 to 87 loc 101,
13 - Nat. Capital Region,Access Computer and Technical Colleges-Cubao,Private,Second District,Quezon City,http://www.access.edu.ph,(02) 911-4669; (02) 709-2976; (02) 283-4245,
13 - Nat. Capital Region,Immaculate Heart of Mary College-Parañaque,Private,Fourth District,Parañaque City,http://www.immaculatinian.webs.com,(02) 823-4109; (02) 824-5408; (02) 823-4109 loc 121,
13 - Nat. Capital Region,Polytechnic University of the Philippines-Quezon City Campus,SUC Satellite,Second District,Quezon City,http://www.pup.edu.ph,(02) 428-9144 (02) 952-7818 (02) 952-7817,
13 - Nat. Capital Region,Lyceum of Alabang,Private,Fourth District,Muntinlupa City,http://www.lyceumalabang.edu.ph,(02) 856-9323; (02) 856-9324; (02) 862-4974,
13 - Nat. Capital Region,Rogationist Seminary College of Philosophy,Private,Fourth District,Parañaque City,rcj.ph,(02) 544-3676; (02) 828-3422; (02) 828-3415 to 16,
13 - Nat. Capital Region,La Consolacion College-Pasig,Private,Second District,Pasig City,http://www.lccp.edu.ph,(02) 641-8599,
13 - Nat. Capital Region,Gardner College Diliman,Private,Second District,Quezon City,http://www.gardner.edu.ph,(02) 925-5640; (02) 929-0281,
13 - Nat. Capital Region,ABE International Business College-Caloocan City,Private,Third District,Caloocan City,http://www.abe.edu.ph,(02) 363-6065; (02) 367-1431,
13 - Nat. Capital Region,WCC Aeronautical & Technological College-North Manila,Private,Third District,Caloocan City,http://www.worldciticolleges.edu.ph,(02) 363-8080; (02) 367-8562,
13 - Nat. Capital Region,Informatics College-Northgate,Private,Fourth District,Muntinlupa City,http://www.informatics.edu.ph,(02) 772-2474; (02) 772-2476; (02) 772-3082,
13 - Nat. Capital Region,Pamantasan ng Lungsod ng Valenzuela,LUC,Third District,Valenzuela City,http://www.plv.edu.ph,(02) 277-6100,
13 - Nat. Capital Region,Marie-Bernarde College,Private,Second District,Quezon City,http://www.mariebernardecollege.edu.ph,(02) 930-4358; (02) 938-2309,
13 - Nat. Capital Region,Mary the Queen College of Quezon City,Private,Second District,Quezon City,http://www.marythequeencollegeedu.com,(02) 434-7192; (02) 434-4460; (02) 436-4468,
13 - Nat. Capital Region,St. Bernadette of Lourdes College,Private,Second District,Quezon City,http://www.sblc-edu.com,(02) 930-7494; (02) 939-4763,
13 - Nat. Capital Region,Flight School International,Private,Fourth District,Parañaque City,http://www.flightschoolinternational.com,0917-6731099,
13 - Nat. Capital Region,Capitol Medical Center Colleges,Private,Second District,Quezon City,,(02) 742-7179; (02) 742-7191,
13 - Nat. Capital Region,New England College,Private,Second District,Quezon City,http://www.nec.edu.ph,(02) 711-3406; (02) 742-4050; (02) 708-8996; (02) 711-0857; (02) 711-0857,
13 - Nat. Capital Region,Universal Colleges of Parañaque,Private,Fourth District,Parañaque City,http://www.universalcollege.edu.ph,(02) 820-4276; (02) 829-3624,
13 - Nat. Capital Region,Quezon City University,LUC,Second District,Quezon City,http://www.qcpu.ph,(02) 806-3165 (02) 806-3461 (02) 936-0526; (02) 988-4242 local 1201 to 1202,
13 - Nat. Capital Region,Pamantasan ng Lungsod ng Marikina,LUC,Second District,Marikina City,http://www.plmar.edu.ph,(02) 369-8650; (02) 369-7277,
13 - Nat. Capital Region,Valenzuela City Polytechnic College,LUC,Third District,Valenzuela City,,(02) 292-0480,
13 - Nat. Capital Region,South Mansfield College,Private,Fourth District,Muntinlupa City,http://www.smc.edu.ph,(02) 862-3036; (02) 862-1976,
13 - Nat. Capital Region,St. John of Beverly School,Private,Second District,Quezon City,sjb.edu.ph,(02) 936-1603; (02) 936-1605,
13 - Nat. Capital Region,Jesus Reigns Christian College Foundation,Private,City of Manila First District,Malate,http://www.jrcc.manila.edu.ph,(02) 354-3188; (02) 400-3819,
13 - Nat. Capital Region,Villagers Montessori College,Private,Second District,Quezon City,vmc.edu.ph,(02) 926-2431; (02) 929-0857,
13 - Nat. Capital Region,AMA School of Medicine,Private,Fourth District,Makati City,http://www.amaes.edu.ph,(02) 751-7132,
13 - Nat. Capital Region,Enderun Colleges,Private,Fourth District,Taguig City,http://www.enderun.com.ph,(02) 856-5000; (02) 856-4656; (02) 856-5000 loc 501,
13 - Nat. Capital Region,Pateros Technological College,LUC,Fourth District,Pateros,,(02) 640-5375 (02) 640-8896; (02) 640-5389,
13 - Nat. Capital Region,Messiah College Foundation,Private,Second District,Mandaluyong City,http://www.messiahcollege.ph,(02) 727-1506; (02) 727-6986; (02) 727-1506,
13 - Nat. Capital Region,National Polytechnic College of Science and Technology,Private,Second District,Quezon City,,(02) 967-6663; (02) 419-7890,
13 - Nat. Capital Region,Lady of Lourdes Hospital & Colleges of Caybiga,Private,Third District,Caloocan City,,(02) 983-5582,
13 - Nat. Capital Region,College of St. Catherine,Private,Second District,Quezon City,http://www.cscqc.edu.ph,(02) 330-3620; (02) 330-4883,
13 - Nat. Capital Region,Grace Christian College,Private,Second District,Quezon City,http://www.gcc.edu.ph,(02) 387-0240; (02) 364-1971; (02) 366-2000 loc 101,
13 - Nat. Capital Region,Taguig City University,LUC,Fourth District,Taguig City,,(02) 628-1999 (02) 838-4301 loc 3388; (02) 789-3296; (02) 837-1962; (02) 642-3588,
13 - Nat. Capital Region,Centro Escolar University-Makati,Private,Fourth District,Makati City,,(02) 735-6861 to 69; (02) 735-6877; (02) 735-5991,
13 - Nat. Capital Region,Philippine Cultural College,Private,Second District,Quezon City,http://www.philippineculturalcollege.edu.ph,(02) 241-5522 local 8104; (02) 254-0814; (02) 241-5522 local 8101,
13 - Nat. Capital Region,Diliman College,Private,Second District,Quezon City,http://www.thedilimancollege.edu.ph,(02) 9310-1089; (02) 931-0728; (02) 931-0731 loc 831 or 824,
13 - Nat. Capital Region,Colegio de Sta. Teresa de Avila Foundation,Private,Second District,Quezon City,,(02) 399-9115 or 995; (02) 355-9116,
13 - Nat. Capital Region,The One Nation Entrepreneur School,Private,Fourth District,Makati City,http://www.one.edu.ph,(02) 744-4444; (02) 751-9445; 0927-7495897,
13 - Nat. Capital Region,Bestlink College of the Philippines,Private,Second District,Quezon City,http://www.bcp.edu.ph,(02) 417-4355; (02) 930-1565,
13 - Nat. Capital Region,Global Reciprocal Colleges,Private,Third District,Caloocan City,grc.educ.ph,(02) 361-6330,
13 - Nat. Capital Region,Golden Link College Foundation,Private,Third District,Caloocan City,http://www.theosophy.com,(02) 961-5836,
13 - Nat. Capital Region,Pacific InterContinental College,Private,Fourth District,Las Piñas City,http://www.pic.edu.ph,(02) 872-0773; (02) 478-7747; (02) 478-7710,
13 - Nat. Capital Region,ACLC College of Taguig,Private,Fourth District,Taguig City,,(02) 556-1104,
13 - Nat. Capital Region,Asian Institute of Computer Studies-Quezon City,Private,Second District,Quezon City,http://www.aics.edu.ph,(02) 952-0308; (02) 430-4651; (02) 430-0040,
13 - Nat. Capital Region,Far Eastern University-Makati,Private,Fourth District,Makati City,http://www.feu.edu.ph,(02) 836-9870; (02) 836-2033; (02) 817-8800,
13 - Nat. Capital Region,Infotech College of Arts and Sciences Philippines,Private,Second District,Pasig City,,(02) 945-6278; (02) 628-2583; (02) 945-6278,
13 - Nat. Capital Region,Treston International College,Private,Fourth District,Taguig City,http://www.treston.edu.ph,(02) 459-7400; (02) 819-6162; (02) 525-7013,
13 - Nat. Capital Region,Access Computer and Technical Colleges-Lagro,Private,Second District,Quezon City,access.edu.ph,(02) 461-7603; (02) 461-7524; (02) 358-4906,
13 - Nat. Capital Region,UBIX Institute of Technologies,Private,Fourth District,Muntinlupa City,http://www.facilitiesmanagementcollege.com,(02) 850-1645; (02) 850-1517; (02) 807-0322,
13 - Nat. Capital Region,College of Divine Wisdom,Private,Fourth District,Parañaque City,http://www.cdweduph.com,(02) 503-0159; (02) 503-0111; (02) 503-0048,
13 - Nat. Capital Region,Meridian International College of Business and Arts,Private,Fourth District,Taguig City,http://www.mintcollege.com,(02) 919-0819; (02) 403-8676,
13 - Nat. Capital Region,La Consolacion College-Valenzuela,Private,Third District,Valenzuela City,,(02) 294-6089; (02) 291-1655,
13 - Nat. Capital Region,South SEED LPDH College,Private,Fourth District,Las Piñas City,,(02) 825-6374; (02) 820-8702 to 03 loc 320; (02) 820-2537; (02) 825-6374 loc 199,
13 - Nat. Capital Region,Bethel Bible College of the Assemblies of God,Private,Third District,Valenzuela City,,(02) 294-6135,
13 - Nat. Capital Region,Christ the King College of Science and Technology,Private,Fourth District,Muntinlupa City,christthekingcollege.edu.ph,(02) 862-6930; (02) 403-2581,
13 - Nat. Capital Region,Colegio de San Gabriel Archangel of Caloocan,Private,Third District,Caloocan City,,(02) 785-6950; (02) 788-3087,
13 - Nat. Capital Region,St. Vincent de Ferrer College of Camarin,Private,Third District,Caloocan City,,(02) 407-6653; (02) 369-4451,
13 - Nat. Capital Region,Datamex College of Saint Adeline-Fairview,Private,Second District,Quezon City,http://www.stadeline.edu.ph,(02) 921-8350,
13 - Nat. Capital Region,Asian Institute of Computer Studies-Bicutan,Private,Fourth District,Parañaque City,http://www.aics.edu.ph,(02) 776-0978; (02) 776-0486; (02) 430-0040,
13 - Nat. Capital Region,Access Computer and Technical Colleges-Camarin,Private,Third District,Caloocan City,http://www.access.edu.ph,(02) 442-1785; (02) 962-9386,
13 - Nat. Capital Region,Datamex College of Saint Adeline-Valenzuela,Private,Third District,Valenzuela City,http://www.stadeline.edu.ph,(02) 292-7536,
13 - Nat. Capital Region,School of Fashion and the Arts,Private,Fourth District,Makati City,http://www.sofa.edu.ph,(02) 478-4622 loc 101 113 125,
13 - Nat. Capital Region,ICI Global University,Private,Second District,Pasig City,,(02) 914-9800; (02) 914-9810,
13 - Nat. Capital Region,Southville International School,Private,Fourth District,Las Piñas City,http://www.sisfu.edu.ph,(02) 820-9181; (02) 825-5147,
13 - Nat. Capital Region,St. Therese of the Child Jesus Institute of Arts and Sciences,Private,Fourth District,Pasay City,,(02) 521-7362,
13 - Nat. Capital Region,Arellano University-Mandaluyong,Private,Second District,Mandaluyong City,http://www.arellano.edu.ph,(02) 532-7741,
13 - Nat. Capital Region,La Verdad Christian College-Caloocan,Private,Third District,Caloocan City,,(02) 225-0974,
13 - Nat. Capital Region,Rizal Technological University-Pasig,SUC Satellite,Second District,Pasig City,rtu.edu.ph,(02) 642-6152,
13 - Nat. Capital Region,College of Arts and Sciences of Asia and the Pacific,Private,Second District,Pasig City,http://www.casap.edu.ph,(02) 647-5011; (02) 201-3711,
13 - Nat. Capital Region,Eclaro Academy,Private,Second District,Quezon City,eclaro.edu.ph,(02) 441-0501,
13 - Nat. Capital Region,Asia Harvesters College and Seminary,Private,Second District,Quezon City,http://www.ahcs.asia,(02) 952-9987,
13 - Nat. Capital Region,Don Carlo Cavina School,Private,Fourth District,Las Piñas City,http://www.doncarlocavinaschool.com,(02) 805-0319; (02) 805-0344,
13 - Nat. Capital Region,Integrated Innovation and Hospitality Colleges,Private,Second District,Quezon City,,(02) 754-9645,
13 - Nat. Capital Region,Philippine School of Interior Design- AHLEN Institute,Private,Fourth District,Taguig City,,,
13 - Nat. Capital Region,Recoletos School of Theology,Private,Second District,Quezon City,http://www.rst.edu.ph,(02) 951-2861,
13 - Nat. Capital Region,Dr. Jose Fabella Memorial Hospital School of Midwifery,OGS,City of Manila First District,Sta. Cruz,fabella.doh.gov.ph,(02) 875-7208 loc 405,
13 - Nat. Capital Region,CIIT College of Arts and Technology,Private,Second District,Quezon City,http://www.ciit.philippines,(02) 411-1196 loc 810; (02) 411-1196 loc 888,
13 - Nat. Capital Region,Southeast Asia Christian College,Private,Third District,Caloocan City,,(02) 930-8260,
13 - Nat. Capital Region,Datamex College of Saint Adeline-Parañaque,Private,Fourth District,Parañaque City,,(02) 553-2069; (02) 825-8723,
13 - Nat. Capital Region,Asian Institute of Science and Technology,Private,Second District,Quezon City,asiancollege.edu.ph,(02) 912-3236; (02) 912-3238; (02) 912-3239; 02) 621-9059,
13 - Nat. Capital Region,FEU Institute of Technology,Private,City of Manila First District,Sampaloc,http://www.feutech.edu.ph,(02) 281-8888; (02) 835-3388,
13 - Nat. Capital Region,Makati Science Technological Institute of the Philippines,Private,City of Manila First District,Sta. Mesa,,(02) 742-2076,
13 - Nat. Capital Region,Electron College of Technical Education,Private,Second District,Quezon City,,(02) 352-0081; (02) 703-0863; (02) 546-3476,
13 - Nat. Capital Region,Marianum College,Private,Fourth District,Muntinlupa City,,(02) 834-6437,
13 - Nat. Capital Region,Metropolitan Institute of Arts and Sciences,Private,Third District,Caloocan City,,(02) 283-5332; (02) 428-3042,
13 - Nat. Capital Region,Sapphire International Aviation Academy,Private,Fourth District,Parañaque City,http://www.sapphireaviationacademy.com,(02) 826-8611; (02) 833-9105,
13 - Nat. Capital Region,ACLC College of Marikina,Private,Second District,Marikina City,,,
13 - Nat. Capital Region,FEU Alabang,Private,Fourth District,Muntinlupa City,,,
13 - Nat. Capital Region,GK College of Business Arts and Technology,Private,Second District,Mandaluyong City,,,
13 - Nat. Capital Region,NBS College,Private,Second District,Quezon City,http://www.nbscollege.edu.ph/,(02) 216-5716; (02) 376-4960,
13 - Nat. Capital Region,St. Chamuel College,Private,Fourth District,Taguig City,,,
13 - Nat. Capital Region,College of Saint Amatiel,Private,Third District,Malabon City,http://www.sati.edu.ph,(02) 351-4993; 736-9230; 351-4993,
13 - Nat. Capital Region,South CompEdge College,Private,Fourth District,Parañaque City,,,
13 - Nat. Capital Region,United Christian Academy College of Asia,Private,Fourth District,Parañaque City,ucaphil_college@yahoo.com / http://www.ucaphil.online,(02) 8478-1113,
13 - Nat. Capital Region,Colegio de Muntinlupa,LUC,Metro Manila,Muntinlupa City,ocp@cdm.edu.ph / http://www.cdm.edu.ph,(8)424-87-80 loc. 207,
13 - Nat. Capital Region,Parañaque City College,LUC,Fourth District,Parañaque City,info@paranaquecitycollege.edu.ph or pccinfo.educ@yahoo.com,(02)8962-6958 / 639566720076,
13 - Nat. Capital Region,ACLC College of Commonwealth,Private,Second District,Quezon City,,,
13 - Nat. Capital Region,ACLC College of Manila,Private,City of Manila First District,Sampaloc,sd_manila@ama.edu.ph,02-8735-0385,
13 - Nat. Capital Region,FEU Diliman,Private,Second District,Quezon City,info@feudiliman.edu.ph / http://www.feudiliman.edu.ph,8990-0430,
13 - Nat. Capital Region,NU Fairview,Private,Second District,Quezon City,registrar@nu-fairview.edu.ph / https://national-u.edu.ph,02-8410-6760,
13 - Nat. Capital Region,St. Francis Technical Institute,Private,Third District,Caloocan City,st.francistechnicalinstitute15@gmail.com,02-2853297,
14 - Cordillera Adm. Region,Abra State Institute of Science and Technology-Bangued,SUC Satellite,Abra,Bangued,http://www.asist.edu.ph,(074) 752-8171; (074) 752-5243,
14 - Cordillera Adm. Region,Abra State Institute of Science and Technology-Main,SUC Main,Abra,Lagangilang,http://www.asist.edu.ph,(074) 752-8171,
14 - Cordillera Adm. Region,Abra Valley Colleges,Private,Abra,Bangued,http://www.avc.edu.ph,(074) 752-5491,
14 - Cordillera Adm. Region,Apayao State College-Main,SUC Main,Apayao,Conner,http://www.asc.edu.ph,,
14 - Cordillera Adm. Region,Baguio Central University,Private,Benguet,Baguio City,http://www.bcu.edu.ph,(074) 444-9247; (074) 424-8216,
14 - Cordillera Adm. Region,University of the Cordilleras,Private,Benguet,Baguio City,http://www.uc-bcf.edu.ph,(074) 442-6268; (074) 442-3316 Local 110,
14 - Cordillera Adm. Region,Benguet State University-Bokod Campus,SUC Satellite,Benguet,Bokod,,0918-4367784,
14 - Cordillera Adm. Region,Benguet State University-Main,SUC Main,Benguet,La Trinidad,http://www.bsu.edu.ph,(074) 422-2127; (074) 422-2009; (074) 422-2401,
14 - Cordillera Adm. Region,Benguet State University-Open University,SUC Satellite,Benguet,La Trinidad,http://www.bsu.edu.ph,,
14 - Cordillera Adm. Region,Benguet State University-Buguias Campus,SUC Satellite,Benguet,Buguias,,0920-8957584,
